ens_gene	ext_gene	target_id	pval	qval	test_stat	rss	degrees_free	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
ENSMUSG00000029545	Acads	ENSMUST00000031524.10	0.00113643284611202	0.0190742351908467	10.5909383369689	0.801316594901656	1	5.08094769419766	0.160263318980332	0.00716197424854985	0.153101344731781	0.120165852803099	0.153101344731781
ENSMUSG00000060261	Gtf2i	ENSMUST00000059042.13	0.00113770522030864	0.0190790157980817	10.5888695336915	36.1728232198509	1	1.73529472731216	7.23456464397017	1.07480535873721	6.15975928523297	2.09184084880159	6.15975928523297
ENSMUSG00000055817	Mta3	ENSMUST00000112352.9	0.00113776101100856	0.0190790157980817	10.5887788749734	22.315502084545	1	1.22638018934882	4.463100416909	0.0466964757615798	4.41640394114742	2.07048856343257	4.41640394114742
ENSMUSG00000028967	Errfi1	ENSMUST00000030811.1	0.00114083890467393	0.0191137101702893	10.5837843180123	1.82312785298904	1	6.9710596513698	0.364625570597808	0.00116887067413699	0.363456699923671	0.054297235554046	0.363456699923671
ENSMUSG00000043017	Ptgir	ENSMUST00000144408.1	0.00114087521673752	0.0191137101702893	10.5837254751316	22.4630384370148	1	1.24045386972987	4.49260768740297	0.0899092160588557	4.40269847134411	2.07357614566005	4.40269847134411
ENSMUSG00000039640	Mrpl12	ENSMUST00000043627.7	0.00114438290882069	0.0191549272880088	10.5780502527752	0.637640200885507	1	5.83610646052496	0.127528040177102	0.00318619743196285	0.124341842745139	0.0732873376116324	0.124341842745139
ENSMUSG00000033569	Adgrb3	ENSMUST00000126626.7	0.00114390019977907	0.0191549272880088	10.5788302001335	23.4832511995014	1	1.26077023074306	4.69665023990027	0.078322910480082	4.61832732942019	2.07781501441133	4.61832732942019
ENSMUSG00000030695	Aldoa	ENSMUST00000151137.7	0.00114670196145372	0.0191849637860234	10.5743078290451	3.34165336371515	1	5.98787935561238	0.668330672743029	0.0855889771549988	0.582741695588031	0.0684532481916943	0.582741695588031
ENSMUSG00000032968	Inha	ENSMUST00000037330.4	0.00114856404776984	0.0192073310100989	10.5713083835281	4.49088289248721	1	4.01605258829547	0.898176578497441	0.0351103482391544	0.863066230258288	0.401175079617181	0.863066230258288
ENSMUSG00000040209	Zfp704	ENSMUST00000041124.12	0.00115008007259108	0.0192238932791927	10.5688700043314	2.66720658456537	1	5.19389503077926	0.533441316913073	0.0112111879440138	0.52223012896906	0.108643231192409	0.52223012896906
ENSMUSG00000066415	Msl2	ENSMUST00000189616.1	0.00115081900111834	0.0192274569793975	10.5676826878662	1.43342002626346	1	5.64904539138223	0.286684005252692	0.00573944260244602	0.280944562650246	0.0805614763057989	0.280944562650246
ENSMUSG00000028098	Rnf115	ENSMUST00000029740.13	0.00115181986150421	0.0192288339183473	10.5660757264219	0.458675283247375	1	5.96248639107906	0.0917350566494746	0.00342448899563088	0.0883105676538441	0.0692009218067019	0.0883105676538441
ENSMUSG00000025512	Chid1	ENSMUST00000209452.1	0.00115195294657531	0.0192288339183473	10.5658621541128	1.03049920285669	1	5.11480726493438	0.206099840571338	0.017283793771285	0.188816046800052	0.116475440919642	0.188816046800052
ENSMUSG00000039942	Ptger4	ENSMUST00000047379.14	0.00115440888973809	0.0192610384691565	10.5619253794356	6.16523019971347	1	4.54788152035704	1.2330460399427	0.291614378404828	0.941431661537866	0.21001485290539	0.941431661537866
ENSMUSG00000020709	Adap2	ENSMUST00000021050.13	0.00115942019399996	0.0192946551414949	10.5539186856741	3.22372625992015	1	4.5590176275489	0.644745251984031	0.0127798046686508	0.63196544731538	0.207441218999603	0.63196544731538
ENSMUSG00000020844	Nxn	ENSMUST00000021204.3	0.00115728019683297	0.0192946551414949	10.5573335240459	1.27049334111792	1	4.79978357679789	0.254098668223585	0.00930423394625552	0.244794434277329	0.159514671608619	0.244794434277329
ENSMUSG00000053931	Cnn3	ENSMUST00000029773.12	0.00115958347117537	0.0192946551414949	10.5536584027538	1.19564635662927	1	6.38489448985833	0.239129271325853	0.00304924115388801	0.236080030171966	0.0595547949657659	0.236080030171966
ENSMUSG00000027185	Nat10	ENSMUST00000133016.7	0.00115958909580854	0.0192946551414949	10.5536494370911	25.9963981176143	1	1.37619241216707	5.19927962352286	0.3349663653997	4.86431325812316	2.09667524854792	4.86431325812316
ENSMUSG00000019796	Lrp11	ENSMUST00000134346.7	0.00115843899614957	0.0192946551414949	10.5554836113378	24.0411256441911	1	3.33559619508147	4.80822512883821	0.589165109271064	4.21906001956715	0.988404801595072	4.21906001956715
ENSMUSG00000116377	Lrp11	ENSMUST00000230391.1	0.00115843899614957	0.0192946551414949	10.5554836113378	24.0411256441911	1	3.33559619508147	4.80822512883821	0.589165109271064	4.21906001956715	0.988404801595072	4.21906001956715
ENSMUSG00000029330	Cds1	ENSMUST00000031273.8	0.00116099933288204	0.0193071137084427	10.5514029072266	8.31320114561909	1	4.32224630664974	1.66264022912382	0.0323517689849238	1.63028846013889	0.269504552203572	1.63028846013889
ENSMUSG00000021796	Bmpr1a	ENSMUST00000049005.14	0.00116139365538988	0.0193071137084427	10.5507752391726	0.435477876262808	1	5.63190778463358	0.0870955752525615	0.00731382916397277	0.0797817460885889	0.0813081076435705	0.0813081076435705
ENSMUSG00000029287	Tgfbr3	ENSMUST00000031224.14	0.00116343110995568	0.0193169319761164	10.5475355254187	9.94802296739794	1	3.63498856157991	1.98960459347959	0.173372659122073	1.81623193435752	0.694873450857731	1.81623193435752
ENSMUSG00000064210	Ano6	ENSMUST00000071874.7	0.00116291229985522	0.0193169319761164	10.548359929407	1.19811703413156	1	6.1054008423189	0.239623406826311	0.00427668533029805	0.235346721496014	0.0652912153782844	0.235346721496014
ENSMUSG00000068290	Ddrgk1	ENSMUST00000089559.10	0.00116356878416822	0.0193169319761164	10.5473168196317	0.19307321733924	1	6.34724057479395	0.0386146434678483	0.0017621533477208	0.0368524901201272	0.0601926545252419	0.0601926545252419
ENSMUSG00000026421	Csrp1	ENSMUST00000027677.7	0.00116616032003865	0.0193432094354217	10.5432048488124	1.98823393751343	1	8.57929809642985	0.397646787502688	0.000172858685682099	0.397473928817004	0.0851804776083135	0.397473928817004
ENSMUSG00000024112	Cacna1h	ENSMUST00000159610.7	0.00116620941145394	0.0193432094354217	10.5431270450849	21.3262096106575	1	1.19321644409025	4.2652419221315	0.0053879238991921	4.25985399823231	2.06273840473885	4.25985399823231
ENSMUSG00000027007	Itprid2	ENSMUST00000111785.8	0.00116721606186243	0.0193511301135516	10.5415323608542	1.2898344677283	1	7.942924927068	0.257966893545662	0.0016382594773264	0.256328634068334	0.0635270759982079	0.256328634068334
ENSMUSG00000020368	Canx	ENSMUST00000020637.8	0.00116907792376192	0.0193586019428305	10.5385865577691	0.173907618859313	1	7.88052333220118	0.0347815237718624	0.000645242463528347	0.0341362813083343	0.0621913936239023	0.0621913936239023
ENSMUSG00000027398	Il1b	ENSMUST00000028881.13	0.00116964257273524	0.0193586019428305	10.5376941187283	21.4819547232579	1	1.19594925177586	4.29639094465158	0.0186019796608833	4.2777889649907	2.06340170576291	4.2777889649907
ENSMUSG00000030789	Itgax	ENSMUST00000033053.7	0.0011699277136753	0.0193586019428305	10.5372436133779	21.3910831803708	1	1.19356837925719	4.27821663607416	0.0176789793500396	4.26053765672413	2.06282407015939	4.26053765672413
ENSMUSG00000063077	Kif1b	ENSMUST00000060537.12	0.00117084262974164	0.0193586019428305	10.5357988513627	0.151098283347848	1	7.2127860221479	0.0302196566695694	0.00127486929619046	0.0289447873733792	0.0544700443190555	0.0544700443190555
ENSMUSG00000006362	Cbfa2t3	ENSMUST00000064674.12	0.00117055633637075	0.0193586019428305	10.5362508200437	2.24185825497167	1	5.44336033348025	0.448371650994335	0.0162268062305393	0.432144844763795	0.0905194011257485	0.432144844763795
ENSMUSG00000032839	Trpc1	ENSMUST00000189137.6	0.00117024890818856	0.0193586019428305	10.5367362786071	19.4711481573276	1	3.34251866877512	3.89422963146553	0.514959178049065	3.37927045341646	0.981732919360908	3.37927045341646
ENSMUSG00000031924	Cyb5b	ENSMUST00000034400.4	0.00117209719111773	0.0193705876957744	10.5338196047012	0.134128112126339	1	7.20821922250314	0.0268256224252674	0.00092657126949227	0.0258990511557756	0.0544545123098824	0.0544545123098824
ENSMUSG00000034799	Unc13a	ENSMUST00000177517.7	0.00117482532553317	0.0194069045305893	10.5295229781469	40.7076369585137	1	2.72629340315924	8.14152739170273	0.410133851347167	7.73139354035557	1.61760807661428	7.73139354035557
ENSMUSG00000038055	Dexi	ENSMUST00000038281.5	0.00117695783160507	0.01941810452981	10.5261714496902	1.32369811239542	1	5.83814650942725	0.264739622479084	0.00344648048487279	0.261293141994211	0.0732163467780521	0.261293141994211
ENSMUSG00000046470	Sox18	ENSMUST00000054491.5	0.00117762709778029	0.01941810452981	10.5251208719115	7.14986434903106	1	3.71329110225019	1.42997286980621	0.060390808268858	1.36958206153735	0.623757457846927	1.36958206153735
ENSMUSG00000026930	Gpsm1	ENSMUST00000066936.8	0.00117743486650126	0.01941810452981	10.5254225643055	31.3667012534883	1	2.0319667650999	6.27334025069765	0.606959616612193	5.66638063408546	2.0163608652067	5.66638063408546
ENSMUSG00000030731	Syt3	ENSMUST00000118831.7	0.00117642460515974	0.01941810452981	10.5270089124086	34.754004634262	1	1.65366301602236	6.9508009268524	0.813657374864151	6.13714355198825	2.10067127156199	6.13714355198825
ENSMUSG00000037315	Jade3	ENSMUST00000115384.8	0.00117868781755098	0.0194268362105868	10.5234570483303	1.98264069487367	1	4.4756522532233	0.396528138974734	0.0339507889527868	0.362577350021947	0.227518635885904	0.362577350021947
ENSMUSG00000033429	Mcee	ENSMUST00000037205.10	0.00117965247826858	0.0194339775169895	10.52194521592	2.11480066049983	1	4.4899366708853	0.422960132099967	0.0129521424205585	0.410007989679408	0.223944355005853	0.410007989679408
ENSMUSG00000030790	Adm	ENSMUST00000033054.9	0.00118047306893199	0.0194387400045249	10.5206601568139	11.4313586311236	1	4.00185224313469	2.28627172622472	0.0264223654907411	2.25984936073398	0.409540845052238	2.25984936073398
ENSMUSG00000000202	Btbd17	ENSMUST00000000206.3	0.001183531869553	0.0194803380131242	10.5158779734632	37.179314130481	1	3.59014276014403	7.4358628260962	0.165020606750765	7.27084221934544	0.737448000259163	7.27084221934544
ENSMUSG00000063550	Nup98	ENSMUST00000070165.6	0.00118700718121458	0.0195199701612234	10.5104597618402	22.7246040226873	1	1.25145947133023	4.54492080453745	0.131731940332549	4.41318886420491	2.07590476340931	4.41318886420491
ENSMUSG00000026457	Adipor1	ENSMUST00000112237.1	0.00118673482821793	0.0195199701612234	10.5108837958647	1.69882457888927	1	6.13498003875669	0.339764915777853	0.0167860923714591	0.322978823406395	0.0645693843920596	0.322978823406395
ENSMUSG00000059923	Grb2	ENSMUST00000106497.7	0.00118836200258986	0.0195278975072085	10.5083518642508	24.0420212395259	1	1.30335285497624	4.80840424790517	0.223000610022255	4.58540363788292	2.08583390459706	4.58540363788292
ENSMUSG00000027660	Skil	ENSMUST00000118470.7	0.00118962501424714	0.0195278975072085	10.5063889976183	1.08169529455474	1	6.00491472408971	0.216339058910949	0.0306142410411393	0.18572481786981	0.0679648209254108	0.18572481786981
ENSMUSG00000024187	Fam234a	ENSMUST00000118487.7	0.00118957203946333	0.0195278975072085	10.5064712842022	45.0792074602608	1	2.05588798306801	9.01584149205216	1.75621409249532	7.25962739955684	2.0076466355347	7.25962739955684
ENSMUSG00000071073	Lrrc73	ENSMUST00000233341.1	0.00118861626200899	0.0195278975072085	10.5079565459721	24.4303584750806	1	1.2806861712145	4.88607169501612	0.0902064389208606	4.79586525609526	2.0817139003729	4.79586525609526
ENSMUSG00000057411	Fam173a	ENSMUST00000072735.8	0.00119155215711937	0.0195507568606221	10.5033980536922	1.0265874016642	1	5.19922021571405	0.205317480332841	0.0221618450568695	0.183155635275971	0.108154252773805	0.183155635275971
ENSMUSG00000030990	Pgap2	ENSMUST00000120879.7	0.00119424250255891	0.0195861125767206	10.4992307882055	27.8025227862679	1	1.45842330986515	5.56050455725357	0.548406150731975	5.0120984065216	2.10421268269128	5.0120984065216
ENSMUSG00000059713	Rcan3	ENSMUST00000030606.13	0.00119592018982738	0.0196048359939744	10.496636906343	3.52741628404413	1	6.550162890271	0.705483256808825	0.00240269925757817	0.703080557551248	0.0572102596336196	0.703080557551248
ENSMUSG00000021910	Nisch	ENSMUST00000168206.7	0.00119808994901294	0.0196292996678171	10.4932876841862	1.35368405345727	1	6.89098271978306	0.270736810691454	0.00474061895469681	0.265996191736758	0.0545318237615791	0.265996191736758
ENSMUSG00000059654	Reg1	ENSMUST00000204687.2	0.00119848593657167	0.0196292996678171	10.492677103417	2.05707551020613	1	7.10069708500812	0.411415102041228	0.00674925313807834	0.404665848903148	0.0542256250840804	0.404665848903148
ENSMUSG00000020102	Slc16a7	ENSMUST00000211781.1	0.00119979994323715	0.0196420247645534	10.4906524730579	3.45497679747253	1	4.1928643568541	0.690995359494506	0.0210965084700707	0.669898851024435	0.314158367373561	0.669898851024435
ENSMUSG00000084416	Rpl10a-ps1	ENSMUST00000120360.1	0.00120108705536088	0.0196421910389851	10.4886714560951	1.05612920597285	1	7.09693964139548	0.211225841194571	0.0034765779332262	0.207749263261344	0.0542223580499061	0.207749263261344
ENSMUSG00000025059	Gk	ENSMUST00000142152.1	0.00120142130408251	0.0196421910389851	10.4881573593461	24.6504278923981	1	1.32791862573121	4.93008557847961	0.275908084328218	4.65417749415139	2.08990675420627	4.65417749415139
ENSMUSG00000021876	Rnase4	ENSMUST00000169895.2	0.00120061087417183	0.0196421910389851	10.4894041044949	0.0771154892951841	1	7.48541199369236	0.0154230978590368	0.000714361266867684	0.0147087365921691	0.0562738692719937	0.0562738692719937
ENSMUSG00000001440	Kpnb1	ENSMUST00000001479.4	0.00120256742779742	0.0196433669213198	10.4863956432089	0.170040882479621	1	7.09840891579013	0.0340081764959242	0.000950296643264265	0.03305787985266	0.0542235975885929	0.0542235975885929
ENSMUSG00000041263	Rusc1	ENSMUST00000166687.5	0.00120206553731098	0.0196433669213198	10.4871668939924	0.561460503801394	1	5.47772970181875	0.112292100760278	0.00779447952720096	0.104497621233078	0.0886969225874038	0.104497621233078
ENSMUSG00000002102	Psmc3	ENSMUST00000067663.13	0.00120392058604088	0.0196523874489311	10.4843178783592	0.81626378982959	1	6.26294016167514	0.163252757965918	0.00478704488446385	0.158465713081454	0.0617679878544739	0.158465713081454
ENSMUSG00000006575	Rundc3a	ENSMUST00000107105.8	0.00120419435848999	0.0196523874489311	10.4838977901386	23.2891857021977	1	1.26032013806367	4.65783714043955	0.124375389033423	4.53346175140612	2.07772394185478	4.53346175140612
ENSMUSG00000026384	Ptpn4	ENSMUST00000064091.11	0.00120521356685731	0.0196602478950368	10.4823347221325	1.5729959557027	1	4.92271405387161	0.314599191140539	0.014091833671038	0.300507357469501	0.140299427116749	0.300507357469501
ENSMUSG00000038884	A230050P20Rik	ENSMUST00000043911.7	0.0012068432097711	0.0196605241474203	10.4798382626675	7.777975150614	1	3.77768211720377	1.5555950301228	0.196189648863037	1.35940538125976	0.568983785955566	1.35940538125976
ENSMUSG00000020284	1810043G02Rik	ENSMUST00000105397.9	0.00120580944248032	0.0196605241474203	10.4814215008731	3.29240764003994	1	4.20711644357671	0.658481528007987	0.0587187706401471	0.599762757367841	0.308485923086332	0.599762757367841
ENSMUSG00000058248	Kcnh1	ENSMUST00000110844.2	0.00120670339000263	0.0196605241474203	10.4800523195645	1.67286707584199	1	4.77147835370433	0.334573415168399	0.0381288455164125	0.296444569651986	0.164417853394542	0.296444569651986
ENSMUSG00000040613	Apobec1	ENSMUST00000143356.1	0.00120800141416166	0.0196706303295345	10.4780660754309	21.7375691566738	1	1.20721142892543	4.34751383133476	0.0563235274932467	4.29119030384151	2.06608893005465	4.29119030384151
ENSMUSG00000025722	Wdr73	ENSMUST00000135905.7	0.00120876676887215	0.0196743333502274	10.4768959370628	27.4991143012968	1	1.44739458504087	5.49982286025935	0.534978023202515	4.96484483705684	2.1035062031352	4.96484483705684
ENSMUSG00000040811	Eml2	ENSMUST00000117338.7	0.00120939705023072	0.0196758355507509	10.4759328729292	22.619440999443	1	1.23575520696111	4.52388819988859	0.0896398085923117	4.43424839129628	2.07255892672902	4.43424839129628
ENSMUSG00000064030	Pym1	ENSMUST00000065210.9	0.00121140724663426	0.0196997764478233	10.4728647007797	26.7091552110373	1	1.41379649600797	5.34183104220746	0.46033438978643	4.88149665242103	2.1007654013201	4.88149665242103
ENSMUSG00000027168	Pax6	ENSMUST00000123063.7	0.0012121642421941	0.0197033257021177	10.4717106300835	46.5115242959199	1	2.97909301113958	9.30230485918398	0.277352996124375	9.02495186305961	1.35393136248866	9.02495186305961
ENSMUSG00000034636	Zyg11b	ENSMUST00000043616.6	0.00121514490733416	0.0197145584109315	10.4671735625444	0.458560770030056	1	5.89970540373615	0.0917121540060108	0.00343721807281824	0.088274935933193	0.071153081502541	0.088274935933193
ENSMUSG00000038170	Pde4dip	ENSMUST00000045243.14	0.00121581537662956	0.0197145584109315	10.4661545484607	0.668201719300185	1	6.33558025197857	0.133640343860037	0.00517681244841772	0.128463531411619	0.0603982987888534	0.128463531411619
ENSMUSG00000037709	Fam13a	ENSMUST00000089860.11	0.00121486646991311	0.0197145584109315	10.4675969134218	13.2773701109024	1	3.75653756440383	2.65547402218048	0.0599964429107281	2.59547757926975	0.586567523362748	2.59547757926975
ENSMUSG00000001827	Folr1	ENSMUST00000106981.7	0.00121508742723208	0.0197145584109315	10.4672609502691	25.7808691801979	1	1.77143843510771	5.15617383603958	0.207666181474394	4.94850765456518	2.08651642535678	4.94850765456518
ENSMUSG00000074649	BC029722	ENSMUST00000124586.1	0.00121538646177655	0.0197145584109315	10.4668063699966	0.633102759834265	1	5.35225895547108	0.126620551966853	0.00646860667729738	0.120151945289556	0.0960466439810458	0.120151945289556
ENSMUSG00000037638	Zbtb42	ENSMUST00000169593.1	0.00121608956812571	0.0197145584109315	10.465737981789	0.479571533203365	1	5.74218012645482	0.0959143066406734	0.00570559349184582	0.0902087131488272	0.0767455576301053	0.0902087131488272
ENSMUSG00000068036	Afdn	ENSMUST00000137784.7	0.00121668580281441	0.0197154850980644	10.4648324774884	32.846356961395	1	1.64478389274434	6.56927139227899	0.981230431389067	5.58804096088993	2.10138806936017	5.58804096088993
ENSMUSG00000067199	Frat1	ENSMUST00000087155.4	0.0012178672608102	0.0197171577377652	10.4630395176115	3.83124564903877	1	5.09454399696661	0.766249129807754	0.00687134538794205	0.759377784419812	0.118659010889081	0.759377784419812
ENSMUSG00000029522	Pla2g1b	ENSMUST00000202822.1	0.0012176460597594	0.0197171577377652	10.4633750744778	3.65657161022099	1	4.05692706231182	0.731314322044199	0.036346147438848	0.69496817460535	0.378255753412826	0.69496817460535
ENSMUSG00000037921	Ddx60	ENSMUST00000093485.2	0.00121863766681565	0.0197209006143578	10.4618713108298	26.4681965450088	1	1.39119867560142	5.29363930900176	0.388426332912178	4.90521297608958	2.09843447754275	4.90521297608958
ENSMUSG00000022500	Litaf	ENSMUST00000023143.13	0.00122033987591644	0.0197359647805428	10.4592928100671	0.547466332146846	1	6.49596649812182	0.10949326642937	0.00191830278235224	0.107574963647017	0.0578995323334481	0.107574963647017
ENSMUSG00000024697	Gna14	ENSMUST00000025602.3	0.00122171242791527	0.0197359647805428	10.4572163219719	8.31574190078401	1	4.24470077980197	1.6631483801568	0.0275447522540002	1.6356036279028	0.294446726427602	1.6356036279028
ENSMUSG00000029875	Ccdc184	ENSMUST00000031914.5	0.00122099323428184	0.0197359647805428	10.4583040714274	10.6778869240551	1	3.79684254936139	2.13557738481101	0.0970981415945077	2.03847924321651	0.553405713746775	2.03847924321651
ENSMUSG00000036510	Cdh8	ENSMUST00000142129.7	0.00122172707361028	0.0197359647805428	10.4571941777204	40.0348222918385	1	2.71470888557799	8.0069644583677	0.284957579570414	7.72200687879729	1.62884776934977	7.72200687879729
ENSMUSG00000032501	Trib1	ENSMUST00000118228.1	0.00122294644777027	0.0197469405890958	10.4553514288841	4.78124036879103	1	4.55645962712789	0.956248073758206	0.0284637987667455	0.92778427499146	0.208029472571417	0.92778427499146
ENSMUSG00000075254	Heg1	ENSMUST00000128105.1	0.00122403020944939	0.0197548068467373	10.4537151810001	22.7000781582968	1	1.25105824350206	4.54001563165936	0.149524214860321	4.39049141679904	2.07582120816478	4.39049141679904
ENSMUSG00000024048	Myl12a	ENSMUST00000148960.7	0.00122451390702303	0.0197548068467373	10.4529853744394	1.16223478046002	1	5.56361984155033	0.232446956092005	0.00789909400372647	0.224547862088278	0.0844277756071907	0.224547862088278
ENSMUSG00000031422	Morf4l2	ENSMUST00000080411.12	0.00122984961134953	0.0198146651259412	10.4449541267121	0.653581315739263	1	7.4254690340983	0.130716263147852	0.00177141812076195	0.128944845027091	0.0557267698396175	0.128944845027091
ENSMUSG00000027746	Ufm1	ENSMUST00000146598.7	0.00122941235650137	0.0198146651259412	10.4456109506095	0.0131436098636209	1	6.9013833337301	0.0026287219727242	0.00120543118346775	0.00142329078925642	0.0544930876071879	0.0544930876071879
ENSMUSG00000075592	Nynrin	ENSMUST00000168479.2	0.00122902131550535	0.0198146651259412	10.4461985544827	31.9518903243268	1	1.53236833496697	6.39037806486536	0.50650607963002	5.88387198523534	2.10638949779494	5.88387198523534
ENSMUSG00000024212	Mllt1	ENSMUST00000025053.9	0.00123129119509122	0.0198291558247782	10.4427903193357	0.456992472705198	1	5.67239174876356	0.0913984945410398	0.00389173329410671	0.087506761246933	0.0795670384418887	0.087506761246933
ENSMUSG00000024012	Mtch1	ENSMUST00000234948.1	0.00123321186359422	0.0198513457250138	10.4399113888581	23.0712623077739	1	1.26042817112942	4.61425246155479	0.158236103350052	4.45601635820474	2.0777458132831	4.45601635820474
ENSMUSG00000020477	Mrps24	ENSMUST00000020770.10	0.00123547457882244	0.0198663081986731	10.436525573227	1.21840319384087	1	5.13066116653677	0.243680638768175	0.0145857363491906	0.229094902418984	0.114818194834956	0.229094902418984
ENSMUSG00000032356	Rasgrf1	ENSMUST00000034909.10	0.00123525711503595	0.0198663081986731	10.4368507026448	22.3102729721024	1	1.22715151070994	4.46205459442048	0.0952869497890673	4.36676764463142	2.07066093813671	4.36676764463142
ENSMUSG00000078945	Naip2	ENSMUST00000117913.7	0.00123577095540375	0.0198663081986731	10.4360825547779	36.7565851124683	1	1.73115047144005	7.35131702249366	1.06902955778253	6.28228746471113	2.09239292631362	6.28228746471113
ENSMUSG00000028062	Lamtor2	ENSMUST00000029698.14	0.00123705742432638	0.019869521818133	10.4341608093598	0.550531917132493	1	5.49220440223806	0.110106383426499	0.00577140436033404	0.104334979066165	0.0879493644115445	0.104334979066165
ENSMUSG00000054423	Cadps	ENSMUST00000112658.7	0.00123683287755206	0.019869521818133	10.4344960947582	34.9484972965489	1	1.62005515959045	6.98969945930977	0.616864828300178	6.37283463100959	2.10315474619128	6.37283463100959
ENSMUSG00000047654	Tssk6	ENSMUST00000050373.6	0.00124036714933354	0.0199067877837174	10.429225975264	21.399866755044	1	1.18484548660877	4.27997335100881	0.0144513283921336	4.26552202261667	2.06067949904802	4.26552202261667
ENSMUSG00000047669	Msl3l2	ENSMUST00000063138.7	0.00124046617338178	0.0199067877837174	10.4290785347784	5.47451550829367	1	3.94532969371908	1.09490310165873	0.0404693495318301	1.0544337521269	0.444911371700269	1.0544337521269
ENSMUSG00000046152	Fut10	ENSMUST00000066173.11	0.00124165154020045	0.0199083392282994	10.4273145233635	23.3255389008967	1	1.26821467380805	4.66510778017934	0.170689021207369	4.49441875897198	2.07930246621755	4.49441875897198
ENSMUSG00000038642	Ctss	ENSMUST00000116304.2	0.00124140462896828	0.0199083392282994	10.4276818253693	8.36567560721482	1	3.58374631042288	1.67313512144296	0.0880048969077563	1.58513022453521	0.743610778326081	1.58513022453521
ENSMUSG00000026944	Abca2	ENSMUST00000102919.3	0.00124302233322983	0.0199215844843184	10.4252766924778	1.59398011940313	1	5.6312527454398	0.318796023880626	0.00571225092587205	0.313083772954754	0.0813369287796	0.313083772954754
ENSMUSG00000114797	Gm49336	ENSMUST00000041905.7	0.00124469670215263	0.0199370685259724	10.4227906467745	0.844126152815662	1	5.12010131792031	0.168825230563132	0.00899884507850585	0.159826385484626	0.115917079885624	0.159826385484626
ENSMUSG00000038497	Tmco3	ENSMUST00000045229.6	0.0012450787333093	0.0199370685259724	10.4222238941802	0.953492866425015	1	5.3038503978243	0.190698573285002	0.0109298296021939	0.179768743682809	0.0994812085016268	0.179768743682809
ENSMUSG00000024909	Efemp2	ENSMUST00000166303.8	0.00124845153679911	0.0199823273765224	10.4172278794537	22.3676887510501	1	1.2366319267789	4.47353775021001	0.133121747647636	4.34041600256238	2.07274976867433	4.34041600256238
ENSMUSG00000026254	Eif4e2	ENSMUST00000113231.3	0.0012518736054344	0.0200283348082031	10.412172830729	0.883182023200915	1	5.33422507779875	0.176636404640183	0.00751487098829293	0.16912153365189	0.0972847909911928	0.16912153365189
ENSMUSG00000043991	Pura	ENSMUST00000051301.5	0.00125308667056497	0.0200389763019557	10.410384258516	1.17046510892375	1	5.73418061021614	0.234093021784748	0.0046414261624523	0.229451595622297	0.0770577541198401	0.229451595622297
ENSMUSG00000039542	Ncam1	ENSMUST00000194252.5	0.00125705742426116	0.020093689325832	10.4045419158063	32.2196560106707	1	2.27711817044272	6.44393120213414	0.298757887603466	6.14517331453068	1.92667816652523	6.14517331453068
ENSMUSG00000050947	Amigo1	ENSMUST00000106656.1	0.00125818664516376	0.0201029533305262	10.4028838546105	26.2036837799527	1	1.33167250744892	5.24073675599054	0.1665694147955	5.07416734119504	2.09049243071557	5.07416734119504
ENSMUSG00000038485	Socs7	ENSMUST00000045540.3	0.00126086955540011	0.0201336001152547	10.3989505074471	0.0245572858400483	1	6.7142864273579	0.00491145716800959	0.00130843700097061	0.00360302016703904	0.0555731047337953	0.0555731047337953
ENSMUSG00000068735	Trp53i11	ENSMUST00000147377.7	0.00126120574916054	0.0201336001152547	10.3984582195492	21.0987413949373	1	1.18019472015636	4.21974827898746	0.0320319699464456	4.18771630904102	2.05951792506366	4.18771630904102
ENSMUSG00000006304	Arpc2	ENSMUST00000006467.13	0.00126331423661105	0.0201584605478079	10.3953737904285	0.637001541109981	1	6.19508623470688	0.127400308221996	0.00512815914064653	0.12227214908135	0.0631898317934714	0.12227214908135
ENSMUSG00000021196	Pfkp	ENSMUST00000133041.7	0.00126389825154957	0.0201589841927267	10.3945203777181	22.9259827046521	1	1.3299723163458	4.58519654093041	0.17692958628815	4.40826695464227	2.09022838667759	4.40826695464227
ENSMUSG00000021725	Parp8	ENSMUST00000022239.7	0.00126666882896741	0.0201938537778724	10.3904772024855	39.3059739006482	1	1.77731321083327	7.86119478012964	1.0788650273688	6.78232975276084	2.08556207749268	6.78232975276084
ENSMUSG00000067370	B3galt4	ENSMUST00000087543.4	0.0012671887572859	0.0201938537778724	10.3897194551507	0.892137135565953	1	5.16557973586057	0.178427427113191	0.00578663967795264	0.172640787435238	0.111323472063975	0.172640787435238
ENSMUSG00000040570	Rundc3b	ENSMUST00000047485.14	0.00126785554147039	0.020195679755312	10.3887481393945	9.235124722696	1	3.84659597224162	1.8470249445392	0.229258515652976	1.61776642888622	0.514593696911738	1.61776642888622
ENSMUSG00000029273	Sult1d1	ENSMUST00000113314.2	0.00126865285864597	0.020199582498589	10.3875873525221	31.5657595131297	1	2.30311321057863	6.31315190262595	0.0431496447568418	6.2700022578691	1.91573408225933	6.2700022578691
